PROVINCIA;VOTOS_P1;VOTOS_P2
LORETO;86;80
LORETO;76;77
ALTO AMAZONAS;113;62
LORETO;35;50
LORETO;76;81
MAYNAS;96;102
MAYNAS;99;95
LORETO;28;74
UCAYALI;112;101
ALTO AMAZONAS;139;61
LORETO;17;89
UCAYALI;73;65
DANIEL ALCIDES CARRION;158;23
OXAPAMPA;40;113
OXAPAMPA;60;109
PIURA;76;172
PIURA;69;171
PASCO;135;45
PASCO;127;29
OXAPAMPA;65;133
OXAPAMPA;70;112
OXAPAMPA;60;104
OXAPAMPA;88;28
OXAPAMPA;141;52
OXAPAMPA;118;36
PIURA;72;147
PASCO;99;69
PASCO;99;67
OXAPAMPA;124;45
DANIEL ALCIDES CARRION;89;36
PIURA;47;184
PASCO;136;34
OXAPAMPA;68;139
PIURA;75;165
OXAPAMPA;52;156
PIURA;56;153
PIURA;60;160
PIURA;62;164
PASCO;137;39
PIURA;53;169
OXAPAMPA;63;53
PIURA;47;190
PIURA;57;188
PASCO;133;34
PASCO;99;34
OXAPAMPA;71;100
PIURA;85;149
PIURA;35;184
DANIEL ALCIDES CARRION;162;27
PIURA;55;157
PIURA;70;152
PIURA;83;138
PIURA;77;158
DANIEL ALCIDES CARRION;186;16
PASCO;158;37
DANIEL ALCIDES CARRION;132;17
OXAPAMPA;100;122
DANIEL ALCIDES CARRION;135;23
PIURA;59;167
PASCO;162;38
PASCO;178;56
PASCO;149;49
TAMBOPATA;153;24
PASCO;151;19
ILO;37;37
PASCO;150;50
PASCO;155;39
MARISCAL NIETO;153;58
MARISCAL NIETO;197;33
PASCO;110;86
MARISCAL NIETO;171;71
MARISCAL NIETO;192;28
PASCO;143;54
PASCO;145;69
ILO;157;78
MARISCAL NIETO;167;56
MARISCAL NIETO;153;49
ILO;166;58
ILO;112;62
PASCO;157;47
ILO;91;56
PASCO;132;30
MARISCAL NIETO;171;45
GENERAL SANCHEZ CERRO;166;14
ILO;107;55
PASCO;145;49
GENERAL SANCHEZ CERRO;195;12
ILO;81;141
PASCO;184;51
MARISCAL NIETO;182;40
GENERAL SANCHEZ CERRO;168;22
ILO;80;107
TAMBOPATA;172;28
TAMBOPATA;176;36
TAMBOPATA;169;34
MARISCAL NIETO;160;51
GENERAL SANCHEZ CERRO;122;12
AUSTRALIA;26;76
MARISCAL NIETO;145;32
MANU;121;35
MANU;167;57
TAHUAMANU;52;73
PASCO;139;61
MARISCAL NIETO;171;54
MARISCAL NIETO;175;41
ILO;155;71
PASCO;137;67
PIURA;105;111
PIURA;112;137
PIURA;82;110
PIURA;107;111
PIURA;91;143
PIURA;82;60
PIURA;78;147
PIURA;64;164
PIURA;80;169
PIURA;59;116
PIURA;61;122
PIURA;65;151
PIURA;64;148
PIURA;81;126
PIURA;89;154
PIURA;75;167
PIURA;65;86
PIURA;35;86
PIURA;100;133
PIURA;31;77
PIURA;80;129
PIURA;80;136
PIURA;83;131
PIURA;93;129
PIURA;133;90
PIURA;69;161
AYABACA;134;23
PIURA;54;170
PIURA;95;127
PIURA;88;141
AYABACA;77;29
AYABACA;98;25
PIURA;64;172
PIURA;70;145
PIURA;102;138
PIURA;89;158
PIURA;89;147
PIURA;104;128
PIURA;97;127
PIURA;117;123
PIURA;87;160
PIURA;117;143
PIURA;136;99
PIURA;127;109
PIURA;78;143
PIURA;79;62
PIURA;95;141
PIURA;91;157
PIURA;70;141
PIURA;72;152
PIURA;60;124
PIURA;97;106
PIURA;86;166
PIURA;84;171
PIURA;106;116
PIURA;55;155
PIURA;81;148
PIURA;87;152
PIURA;63;121
PIURA;114;101
PIURA;40;109
PIURA;67;161
PIURA;95;82
PIURA;49;133
PIURA;70;150
PIURA;91;158
PIURA;92;146
PIURA;60;170
PIURA;81;125
PIURA;90;108
PIURA;85;147
PIURA;72;163
PIURA;84;177
PIURA;92;121
PIURA;83;149
PIURA;72;158
PIURA;78;165
PIURA;65;159
PIURA;68;162
PIURA;77;148
PIURA;55;150
PIURA;54;153
PIURA;89;152
PIURA;76;98
PIURA;67;123
PIURA;80;143
PIURA;59;142
PIURA;75;122
PIURA;90;137
PIURA;66;121
PIURA;57;110
PIURA;64;91
PIURA;59;123
PIURA;84;159
PIURA;63;153
PIURA;82;155
SULLANA;67;164
MORROPON;113;114
PAITA;89;163
PAITA;108;137
MORROPON;103;115
SULLANA;78;172
SULLANA;63;169
SULLANA;61;149
SULLANA;34;191
SULLANA;57;161
MORROPON;121;75
PAITA;88;113
SULLANA;59;71
SULLANA;47;172
MORROPON;134;67
MORROPON;;65
PAITA;26;29
SULLANA;44;117
PAITA;154;82
PAITA;134;77
SULLANA;66;134
PAITA;100;139
PAITA;141;99
SULLANA;81;169
SULLANA;42;153
SULLANA;44;171
PAITA;57;166
PAITA;85;133
PAITA;125;72
SULLANA;50;182
SULLANA;66;132
SULLANA;56;110
SULLANA;79;151
PAITA;40;45
SULLANA;53;157
MORROPON;104;117
PAITA;79;160
SULLANA;53;184
SULLANA;67;169
SULLANA;55;152
MORROPON;92;68
SULLANA;73;124
MORROPON;127;70
MORROPON;101;65
PAITA;71;130
PAITA;85;149
SULLANA;54;185
SULLANA;68;162
SULLANA;57;187
MORROPON;113;75
PAITA;81;149
PAITA;100;133
PAITA;94;151
HUANCABAMBA;136;79
HUANCABAMBA;119;86
HUANCABAMBA;140;33
HUANCABAMBA;131;30
AYABACA;133;45
HUANCABAMBA;112;102
MORROPON;82;174
HUANCABAMBA;71;66
HUANCABAMBA;121;88
MORROPON;77;170
HUANCABAMBA;96;64
MORROPON;30;92
AYABACA;113;40
MORROPON;80;46
MORROPON;102;72
HUANCABAMBA;101;25
MORROPON;52;20
MORROPON;86;76
MORROPON;82;105
HUANCABAMBA;106;54
HUANCABAMBA;112;55
MORROPON;64;144
MORROPON;114;107
MORROPON;92;135
MORROPON;72;132
MORROPON;82;111
AYABACA;92;24
MORROPON;79;157
MORROPON;54;147
MORROPON;84;110
MORROPON;88;119
MORROPON;71;138
HUANCABAMBA;106;42
MORROPON;88;149
AYABACA;93;102
HUANCABAMBA;128;65
MORROPON;57;124
AYABACA;129;24
AYABACA;65;124
MORROPON;70;119
MORROPON;69;125
AYABACA;73;113
AYABACA;115;88
HUANCABAMBA;122;42
MORROPON;83;157
AYABACA;92;35
AYABACA;62;24
AYABACA;123;74
MORROPON;72;122
AYABACA;93;43
AYABACA;115;79
PUNO;218;16
SECHURA;77;177
SECHURA;108;114
HUANCABAMBA;131;23
MORROPON;91;108
PUNO;196;43
PUNO;201;39
PUNO;198;14
PUNO;218;19
PUNO;209;57
PUNO;225;33
SECHURA;126;119
PUNO;181;58
PUNO;196;55
PUNO;202;13
PUNO;199;18
SULLANA;80;168
SULLANA;67;170
PUNO;160;40
PUNO;200;19
PUNO;201;12
PUNO;208;15
PUNO;194;52
PUNO;237;17
PIURA;95;131
PIURA;72;139
PIURA;100;115
PUNO;182;44
PUNO;227;16
PUNO;200;44
PUNO;200;48
PUNO;225;29
PUNO;201;39
AYABACA;196;10
PUNO;193;58
PUNO;198;52
PUNO;189;54
PUNO;205;49
PUNO;133;28
HUANCABAMBA;124;55
HUANCABAMBA;121;65
SECHURA;88;142
HUANCABAMBA;108;45
PUNO;203;51
PUNO;225;37
SECHURA;102;128
SECHURA;89;131
SECHURA;89;150
SECHURA;102;138
HUANCABAMBA;116;28
HUANCABAMBA;94;80
SECHURA;80;163
SECHURA;72;193
HUANCABAMBA;137;13
HUANCABAMBA;140;36
HUANCABAMBA;131;41
SULLANA;44;79
SULLANA;73;142
TALARA;102;112
TALARA;111;107
TALARA;24;25
TALARA;116;110
SULLANA;49;175
TALARA;95;99
TALARA;56;190
TALARA;30;203
SULLANA;63;180
TALARA;87;90
TALARA;72;115
TALARA;110;72
TALARA;80;90
TALARA;44;166
TALARA;46;166
SULLANA;60;159
TALARA;41;135
SULLANA;90;155
SULLANA;67;181
TALARA;90;67
SULLANA;118;138
TALARA;98;83
TALARA;116;72
SECHURA;76;142
TALARA;84;98
SULLANA;76;173
SULLANA;114;89
SECHURA;89;138
SECHURA;88;152
TALARA;121;116
TALARA;83;17
TALARA;116;80
SULLANA;66;89
TALARA;103;110
SULLANA;44;119
SULLANA;41;134
SULLANA;55;182
SULLANA;67;114
SULLANA;59;135
TALARA;115;109
TALARA;97;95
SULLANA;44;169
SULLANA;81;155
SULLANA;62;150
SULLANA;53;152
SULLANA;29;174
TALARA;66;64
TALARA;107;130
SAN ROMAN;215;36
LAMPA;214;28
SAN ROMAN;202;32
SAN ROMAN;183;57
MELGAR;199;11
LAMPA;179;9
SAN ROMAN;206;47
SAN ROMAN;228;26
MELGAR;220;20
SAN ROMAN;213;31
SAN ROMAN;200;40
SAN ROMAN;200;54
SAN ROMAN;212;32
SAN ROMAN;207;42
MELGAR;215;12
MELGAR;242;22
MELGAR;242;18
MELGAR;217;15
SANDIA;177;41
SAN ROMAN;215;33
SAN ROMAN;213;50
SAN ROMAN;194;61
SAN ROMAN;187;59
MELGAR;218;20
SAN ROMAN;213;39
MELGAR;234;29
MELGAR;243;18
SANDIA;193;15
SAN ROMAN;144;38
SANDIA;171;19
SAN ROMAN;225;44
SAN ROMAN;210;34
MELGAR;219;20
SANDIA;196;5
SAN ROMAN;204;28
MELGAR;206;7
MELGAR;224;7
LAMPA;237;17
LAMPA;239;18
AZANGARO;219;15
AZANGARO;200;11
CHUCUITO;216;19
HUANCANE;213;5
HUANCANE;185;8
AZANGARO;240;14
AZANGARO;240;4
AZANGARO;236;13
AZANGARO;215;16
AZANGARO;222;11
AZANGARO;225;17
CHUCUITO;240;19
CHUCUITO;241;11
AZANGARO;245;16
AZANGARO;212;2
CHUCUITO;200;15
CHUCUITO;206;19
AZANGARO;200;10
AZANGARO;229;19
CHUCUITO;213;25
CHUCUITO;230;7
AZANGARO;219;21
CARABAYA;198;19
CHUCUITO;200;22
AZANGARO;232;10
CARABAYA;221;16
HUANCANE;217;15
HUANCANE;240;12
AZANGARO;220;8
CARABAYA;201;28
HUANCANE;214;12
AZANGARO;259;12
AZANGARO;179;6
CARABAYA;154;17
CARABAYA;209;24
CARABAYA;216;11
CHUCUITO;197;20
CHUCUITO;206;17
HUANCANE;221;16
AZANGARO;221;21
AZANGARO;253;4
AZANGARO;225;10
CARABAYA;252;11
CHUCUITO;216;8
PUNO;212;16
PUNO;234;19
CARABAYA;152;13
CHUCUITO;226;11
AZANGARO;229;27
CARABAYA;159;40
CHUCUITO;201;16
AZANGARO;235;6
AZANGARO;220;25
AZANGARO;187;12
AZANGARO;218;19
AZANGARO;237;13
CARABAYA;167;34
AZANGARO;250;15
AZANGARO;235;9
CHUCUITO;210;14
AZANGARO;205;3
AZANGARO;236;17
MARISCAL CACERES;95;94
MOHO;210;14
MOYOBAMBA;115;62
LAMAS;105;41
LAMAS;82;50
MOYOBAMBA;79;88
MOYOBAMBA;91;96
MOYOBAMBA;80;100
LAMAS;145;57
MOYOBAMBA;128;104
MOYOBAMBA;122;90
MOYOBAMBA;126;95
LAMAS;70;119
LAMAS;92;100
MARISCAL CACERES;99;107
MOYOBAMBA;123;98
LAMAS;77;125
MARISCAL CACERES;88;33
MARISCAL CACERES;92;26
MOYOBAMBA;127;108
LAMAS;104;68
LAMAS;127;82
MOYOBAMBA;110;83
MOYOBAMBA;121;81
MOYOBAMBA;112;111
MOYOBAMBA;109;87
LAMAS;91;102
LAMAS;114;118
LAMAS;101;86
MARISCAL CACERES;83;71
MARISCAL CACERES;106;63
MARISCAL CACERES;96;70
MOYOBAMBA;86;97
MOYOBAMBA;122;81
MOYOBAMBA;106;72
LAMAS;35;51
LAMAS;122;106
LAMAS;102;82
MARISCAL CACERES;113;42
MARISCAL CACERES;119;55
MOYOBAMBA;80;92
MOYOBAMBA;126;99
HUALLAGA;95;75
HUALLAGA;138;71
HUALLAGA;132;85
HUALLAGA;139;57
MOYOBAMBA;95;81
MOYOBAMBA;113;88
LAMAS;109;58
MOYOBAMBA;113;91
HUALLAGA;110;96
LAMAS;101;109
MARISCAL CACERES;99;120
SANDIA;160;3
MOYOBAMBA;130;63
LAMAS;110;101
LAMAS;89;113
MARISCAL CACERES;95;122
SANDIA;177;14
MOYOBAMBA;132;69
MOYOBAMBA;114;43
LAMAS;110;90
SAN ROMAN;249;31
SAN ANTONIO DE PUTINA;231;21
EL COLLAO;198;21
MOHO;187;5
SAN ROMAN;192;48
SAN ROMAN;207;39
SAN ROMAN;260;24
SAN ANTONIO DE PUTINA;246;12
SAN ROMAN;181;50
SAN ROMAN;246;25
SAN ROMAN;231;39
SAN ANTONIO DE PUTINA;193;8
MOHO;184;12
MOHO;174;17
SAN ROMAN;189;58
SAN ROMAN;168;59
MOHO;158;9
SAN ROMAN;203;55
SAN ROMAN;234;34
MOHO;212;5
MOHO;193;12
SAN ROMAN;182;58
EL COLLAO;214;16
PUNO;133;14
YUNGUYO;193;14
EL COLLAO;236;17
CARABAYA;189;10
SAN ROMAN;194;38
YUNGUYO;198;13
PUNO;137;9
AZANGARO;198;2
SAN ROMAN;194;44
SAN ROMAN;191;51
SAN ROMAN;206;30
YUNGUYO;112;26
SAN ROMAN;210;46
SAN ROMAN;196;22
YUNGUYO;145;27
YUNGUYO;170;24
SAN ANTONIO DE PUTINA;220;19
SAN ANTONIO DE PUTINA;234;22
SAN ANTONIO DE PUTINA;230;23
EL COLLAO;224;14
SAN ROMAN;214;33
EL COLLAO;219;7
BELLAVISTA;137;53
BELLAVISTA;111;85
TOCACHE;134;37
TOCACHE;149;76
EL DORADO;120;95
TOCACHE;128;106
BELLAVISTA;150;80
TOCACHE;131;43
BELLAVISTA;85;69
BELLAVISTA;49;53
TOCACHE;165;57
TOCACHE;;
TOCACHE;120;60
EL DORADO;165;44
EL DORADO;141;55
BELLAVISTA;129;53
EL DORADO;134;68
TACNA;122;92
PICOTA;127;107
MOYOBAMBA;96;88
TACNA;134;98
BELLAVISTA;106;48
PICOTA;121;98
PICOTA;112;109
PICOTA;82;90
TACNA;117;111
TACNA;145;85
TOCACHE;137;83
MOYOBAMBA;112;111
TACNA;163;67
TOCACHE;108;83
PICOTA;125;112
TACNA;132;70
TACNA;134;84
PICOTA;120;94
PICOTA;142;60
SAN MARTIN;103;110
LAMAS;92;72
PICOTA;113;68
SAN MARTIN;74;39
BELLAVISTA;147;88
BELLAVISTA;141;81
BELLAVISTA;132;86
EL DORADO;105;89
SAN MARTIN;129;80
TOCACHE;138;86
SAN MARTIN;104;147
SAN MARTIN;59;109
RIOJA;100;79
SAN MARTIN;101;116
SAN MARTIN;107;100
RIOJA;117;87
SAN MARTIN;81;106
RIOJA;151;82
SAN MARTIN;92;125
SAN MARTIN;72;70
SAN MARTIN;118;132
SAN MARTIN;126;118
RIOJA;125;86
SAN MARTIN;94;81
SAN MARTIN;117;95
SAN MARTIN;105;116
SAN MARTIN;99;129
SAN MARTIN;123;123
SAN MARTIN;130;78
SAN MARTIN;104;114
SAN MARTIN;67;137
SAN MARTIN;106;104
RIOJA;125;85
RIOJA;130;77
SAN MARTIN;20;26
RIOJA;131;79
RIOJA;136;79
RIOJA;127;49
RIOJA;142;73
SAN MARTIN;109;102
RIOJA;149;60
RIOJA;134;65
SAN MARTIN;90;140
RIOJA;120;89
SAN MARTIN;121;136
SAN MARTIN;100;101
RIOJA;118;70
RIOJA;115;84
RIOJA;124;63
CORONEL PORTILLO;62;146
TACNA;211;24
JORGE BASADRE;53;58
TUMBES;79;149
CONTRALMIRANTE VILLAR;38;176
CONTRALMIRANTE VILLAR;49;164
CORONEL PORTILLO;86;112
TUMBES;56;144
CORONEL PORTILLO;62;130
CORONEL PORTILLO;70;126
TUMBES;39;73
CONTRALMIRANTE VILLAR;75;139
TUMBES;50;150
TUMBES;60;141
TUMBES;44;183
TUMBES;68;158
CONTRALMIRANTE VILLAR;76;161
TUMBES;49;153
TUMBES;113;125
TUMBES;97;138
ZARUMILLA;60;164
TUMBES;117;112
TUMBES;116;119
ZARUMILLA;50;187
ZARUMILLA;41;133
ZARUMILLA;64;147
TUMBES;96;120
TUMBES;118;103
ZARUMILLA;64;140
ZARUMILLA;58;158
CORONEL PORTILLO;96;129
TUMBES;77;154
ZARUMILLA;112;95
CORONEL PORTILLO;96;124
CORONEL PORTILLO;73;126
TUMBES;101;123
ZARUMILLA;60;156
ZARUMILLA;47;149
TUMBES;51;177
TUMBES;88;140
ZARUMILLA;73;156
ZARUMILLA;49;139
ZARUMILLA;59;132
JORGE BASADRE;169;47
TUMBES;91;149
TUMBES;55;149
JORGE BASADRE;167;27
TUMBES;82;151
TUMBES;90;138
TUMBES;74;115
TUMBES;54;133
TUMBES;86;83
TUMBES;74;106
TACNA;200;47
TACNA;160;76
TACNA;180;47
TACNA;157;69
TACNA;187;42
TACNA;195;26
TACNA;187;49
TACNA;180;46
TACNA;158;54
TACNA;177;42
TACNA;184;40
TACNA;218;35
TACNA;157;64
TACNA;55;5
TACNA;201;40
TACNA;190;48
TACNA;85;37
TACNA;193;62
TACNA;222;26
TACNA;232;24
TARATA;183;19
TARATA;203;14
TACNA;171;35
TACNA;171;61
TACNA;176;55
TACNA;184;39
TACNA;187;46
TACNA;204;30
TACNA;177;38
TACNA;187;34
TACNA;164;59
TACNA;226;23
TACNA;178;39
TACNA;169;53
TACNA;140;95
TACNA;161;65
TACNA;136;86
TACNA;168;46
TACNA;153;74
CORONEL PORTILLO;99;118
ATALAYA;57;71
PADRE ABAD;126;50
PADRE ABAD;137;49
ATALAYA;83;99
ATALAYA;61;76
ATALAYA;100;88
ATALAYA;87;79
ATALAYA;76;77
ATALAYA;77;55
ATALAYA;71;51
ATALAYA;16;80
PADRE ABAD;148;53
PURUS;7;86
PURUS;19;56
PURUS;45;65
PADRE ABAD;126;58
ATALAYA;32;104
PADRE ABAD;125;52
PADRE ABAD;114;73
PADRE ABAD;132;61
PADRE ABAD;134;61
CORONEL PORTILLO;56;132
PADRE ABAD;137;34
CORONEL PORTILLO;79;81
CORONEL PORTILLO;59;108
CORONEL PORTILLO;72;106
CORONEL PORTILLO;111;105
CORONEL PORTILLO;94;96
CORONEL PORTILLO;70;127
CORONEL PORTILLO;64;122
CORONEL PORTILLO;89;130
CORONEL PORTILLO;86;127
CORONEL PORTILLO;110;97
CORONEL PORTILLO;63;113
CORONEL PORTILLO;108;125
CORONEL PORTILLO;109;96
CORONEL PORTILLO;105;111
CORONEL PORTILLO;100;120
CORONEL PORTILLO;70;41
CORONEL PORTILLO;85;85
CORONEL PORTILLO;113;121
CORONEL PORTILLO;76;85
CORONEL PORTILLO;94;40
CORONEL PORTILLO;60;122
CORONEL PORTILLO;101;115
CORONEL PORTILLO;66;108
CORONEL PORTILLO;108;98
CORONEL PORTILLO;113;71
CORONEL PORTILLO;81;119
CORONEL PORTILLO;68;105
CORONEL PORTILLO;63;63
CORONEL PORTILLO;68;100
CORONEL PORTILLO;56;93
CORONEL PORTILLO;62;25
CORONEL PORTILLO;86;14
CORONEL PORTILLO;95;120
CORONEL PORTILLO;94;124
CORONEL PORTILLO;87;106
CORONEL PORTILLO;86;122
CORONEL PORTILLO;86;120
CORONEL PORTILLO;94;111
CORONEL PORTILLO;73;88
CORONEL PORTILLO;96;121
CORONEL PORTILLO;88;107
CORONEL PORTILLO;75;115
CORONEL PORTILLO;111;107
CHACHAPOYAS;128;88
CHACHAPOYAS;65;99
CHACHAPOYAS;130;81
CHACHAPOYAS;113;95
REPUBLICA ARABE DE EGIPTO;6;3
CHACHAPOYAS;88;24
BAGUA;97;67
BAGUA;134;60
CHACHAPOYAS;86;87
CHACHAPOYAS;100;102
CHACHAPOYAS;131;73
CHACHAPOYAS;73;68
CHACHAPOYAS;95;78
BAGUA;109;90
BAGUA;101;99
BAGUA;122;80
BAGUA;104;99
BAGUA;111;78
BAGUA;111;75
BAGUA;129;88
BAGUA;102;55
BAGUA;106;72
BAGUA;111;30
BAGUA;107;34
BONGARA;104;30
BONGARA;133;50
BAGUA;116;92
BAGUA;125;7
BAGUA;147;5
BAGUA;90;3
LUYA;81;42
LUYA;68;94
LUYA;79;76
LUYA;67;120
LUYA;75;48
BONGARA;145;51
BONGARA;97;68
BONGARA;95;89
RODRIGUEZ DE MENDOZA;108;75
RODRIGUEZ DE MENDOZA;62;115
RODRIGUEZ DE MENDOZA;100;84
RODRIGUEZ DE MENDOZA;110;61
LUYA;112;51
LUYA;128;55
LUYA;84;50
LUYA;93;44
RODRIGUEZ DE MENDOZA;114;114
CONDORCANQUI;125;24
CONDORCANQUI;95;7
CONDORCANQUI;34;18
RODRIGUEZ DE MENDOZA;110;92
RODRIGUEZ DE MENDOZA;70;30
RODRIGUEZ DE MENDOZA;62;49
RODRIGUEZ DE MENDOZA;65;27
CONDORCANQUI;121;18
UTCUBAMBA;79;60
UTCUBAMBA;92;37
CONDORCANQUI;122;3
UTCUBAMBA;82;59
UTCUBAMBA;119;92
UTCUBAMBA;144;72
UTCUBAMBA;152;74
UTCUBAMBA;134;71
UTCUBAMBA;154;53
UTCUBAMBA;146;46
UTCUBAMBA;149;53
UTCUBAMBA;111;88
UTCUBAMBA;121;76
UTCUBAMBA;140;66
UTCUBAMBA;143;71
UTCUBAMBA;100;55
UTCUBAMBA;133;55
UTCUBAMBA;135;51
UTCUBAMBA;118;43
UTCUBAMBA;80;117
UTCUBAMBA;107;76
UTCUBAMBA;102;106
UTCUBAMBA;123;76
LUYA;64;143
LUYA;74;39
RODRIGUEZ DE MENDOZA;112;56
CONDORCANQUI;87;3
BAGUA;98;61
BAGUA;101;57
BAGUA;43;
BAGUA;133;8
BAGUA;131;8
BONGARA;116;71
UTCUBAMBA;135;45
CONDORCANQUI;211;7
UTCUBAMBA;58;90
UTCUBAMBA;116;46
UTCUBAMBA;116;76
UTCUBAMBA;139;53
ARGENTINA;41;60
ARGENTINA;72;55
ARGENTINA;40;56
ARGENTINA;40;62
ARGENTINA;55;44
ARGENTINA;27;55
ARGENTINA;43;53
ARGENTINA;35;58
ARGENTINA;30;54
ARGENTINA;29;46
ARGENTINA;30;56
ARGENTINA;41;63
ARGENTINA;41;46
ARGENTINA;38;42
ARGENTINA;47;48
ARGENTINA;38;57
ARGENTINA;43;55
ARGENTINA;48;61
ARGENTINA;48;48
ARGENTINA;32;52
ARGENTINA;34;38
ARGENTINA;40;57
ARGENTINA;59;48
ARGENTINA;51;50
ARGENTINA;39;48
ARGENTINA;39;61
ARGENTINA;39;66
ARGENTINA;63;61
ARGENTINA;53;75
ARGENTINA;27;38
ARGENTINA;30;53
ARGENTINA;44;40
ARGENTINA;19;58
ESTADOS UNIDOS DE AMERICA;15;76
ESTADOS UNIDOS DE AMERICA;25;69
ESTADOS UNIDOS DE AMERICA;5;80
ESTADOS UNIDOS DE AMERICA;11;62
ESTADOS UNIDOS DE AMERICA;25;59
ESTADOS UNIDOS DE AMERICA;25;75
ESTADOS UNIDOS DE AMERICA;8;57
ESTADOS UNIDOS DE AMERICA;18;39
ESTADOS UNIDOS DE AMERICA;16;58
ESTADOS UNIDOS DE AMERICA;16;60
ESTADOS UNIDOS DE AMERICA;12;81
ESTADOS UNIDOS DE AMERICA;5;93
ESTADOS UNIDOS DE AMERICA;12;49
ESTADOS UNIDOS DE AMERICA;9;66
ESTADOS UNIDOS DE AMERICA;10;57
ESTADOS UNIDOS DE AMERICA;10;78
ESTADOS UNIDOS DE AMERICA;6;102
ESTADOS UNIDOS DE AMERICA;14;71
ESTADOS UNIDOS DE AMERICA;4;92
ESTADOS UNIDOS DE AMERICA;12;85
ESTADOS UNIDOS DE AMERICA;21;58
ESTADOS UNIDOS DE AMERICA;20;41
ESTADOS UNIDOS DE AMERICA;25;44
ESTADOS UNIDOS DE AMERICA;23;56
ESTADOS UNIDOS DE AMERICA;8;57
ESTADOS UNIDOS DE AMERICA;14;36
ESTADOS UNIDOS DE AMERICA;21;36
ESTADOS UNIDOS DE AMERICA;15;60
ESTADOS UNIDOS DE AMERICA;5;112
ESTADOS UNIDOS DE AMERICA;12;44
ESTADOS UNIDOS DE AMERICA;37;66
ESTADOS UNIDOS DE AMERICA;22;59
ESTADOS UNIDOS DE AMERICA;19;38
ESTADOS UNIDOS DE AMERICA;15;63
ESTADOS UNIDOS DE AMERICA;10;65
ESTADOS UNIDOS DE AMERICA;9;90
ESTADOS UNIDOS DE AMERICA;8;94
ESTADOS UNIDOS DE AMERICA;17;44
ESTADOS UNIDOS DE AMERICA;21;82
ESTADOS UNIDOS DE AMERICA;8;71
ESTADOS UNIDOS DE AMERICA;3;93
ESTADOS UNIDOS DE AMERICA;7;67
ESTADOS UNIDOS DE AMERICA;16;58
ESTADOS UNIDOS DE AMERICA;4;81
CHILE;55;87
ESTADOS UNIDOS DE AMERICA;6;42
ESTADOS UNIDOS DE AMERICA;12;27
ARGENTINA;59;91
CHILE;61;66
CHILE;39;72
CHILE;65;87
CHILE;73;77
CHILE;59;66
BOLIVIA;20;84
BOLIVIA;17;83
BOLIVIA;27;82
BRASIL;38;45
CHILE;59;79
CHILE;55;78
ESTADOS UNIDOS DE AMERICA;20;91
BRASIL;21;19
ESTADOS UNIDOS DE AMERICA;9;75
ESTADOS UNIDOS DE AMERICA;15;77
BRASIL;44;38
CHILE;54;71
ESTADOS UNIDOS DE AMERICA;8;62
BRASIL;58;54
BRASIL;50;54
CHILE;61;77
CHILE;52;80
BRASIL;;
CHILE;43;85
CHILE;71;82
ESTADOS UNIDOS DE AMERICA;13;76
ESTADOS UNIDOS DE AMERICA;13;78
CANADA;24;89
CHILE;65;83
CHILE;62;73
CHILE;51;94
CHILE;65;80
ESTADOS UNIDOS DE AMERICA;18;75
CANADA;30;86
CANADA;37;87
CANADA;32;98
CHILE;47;98
ARGENTINA;48;68
CHILE;51;84
CHILE;45;80
CHILE;53;68
CHILE;54;68
ARGENTINA;56;70
CANADA;20;96
CHILE;45;81
CHILE;9;19
ARGENTINA;72;70
CANADA;21;90
CANADA;22;92
ECUADOR;28;91
CHILE;58;67
CHILE;57;70
CHILE;64;101
ESTADOS UNIDOS DE AMERICA;25;51
ESTADOS UNIDOS DE AMERICA;26;77
ESTADOS UNIDOS DE AMERICA;20;77
COSTA RICA;40;110
MARISCAL LUZURIAGA;146;18
BOLOGNESI;125;77
CARHUAZ;138;58
HUARI;132;44
HUARI;149;6
PALLASCA;115;39
PALLASCA;35;12
CASMA;102;101
HUARI;169;32
HUARI;145;40
PALLASCA;118;28
PALLASCA;101;49
PALLASCA;126;58
CARHUAZ;144;64
HUARI;170;13
CARHUAZ;139;82
CORONGO;106;41
PALLASCA;90;74
CARHUAZ;126;57
CARHUAZ;157;65
HUAYLAS;109;109
POMABAMBA;63;55
CARHUAZ;110;91
CARHUAZ;121;91
HUAYLAS;91;92
CARHUAZ;178;15
HUARI;134;45
HUARI;117;48
CARHUAZ;109;95
CARHUAZ;107;92
CARHUAZ;123;74
CARHUAZ;150;91
HUARI;171;24
HUAYLAS;101;46
HUARI;123;18
HUAYLAS;96;104
CASMA;91;129
CASMA;47;116
HUAYLAS;87;106
BOLOGNESI;80;50
CASMA;77;157
HUAYLAS;115;57
MARISCAL LUZURIAGA;98;36
CASMA;74;124
MEXICO;13;76
PANAMA;2;22
HUARAZ;128;66
HUARAZ;148;84
REPUBLICA DOMINICANA;36;50
VENEZUELA;1;2
HUARAZ;154;90
ESTADOS UNIDOS DE AMERICA;5;71
VENEZUELA;13;62
VENEZUELA;7;52
ESTADOS UNIDOS DE AMERICA;7;68
HUARAZ;147;55
ESTADOS UNIDOS DE AMERICA;;
VENEZUELA;10;58
HUARAZ;141;83
HUARAZ;141;72
HUARAZ;128;91
HUARAZ;94;75
ESTADOS UNIDOS DE AMERICA;20;89
ESTADOS UNIDOS DE AMERICA;28;84
VENEZUELA;5;52
HUARAZ;76;44
HUARAZ;147;87
