PROVINCIA;VOTOS_P1;VOTOS_P2
CALLAO;36;193
CALLAO;45;157
CALLAO;88;133
CALLAO;66;105
CALLAO;122;118
CALLAO;120;127
CALLAO;35;158
CALLAO;45;171
CALLAO;54;166
CALLAO;62;171
CALLAO;52;159
CALLAO;104;126
CALLAO;46;168
CALLAO;30;193
CALLAO;84;133
CALLAO;43;169
CALLAO;56;181
CALLAO;52;115
CALLAO;106;141
CALLAO;43;207
CALLAO;59;194
CALLAO;76;156
CALLAO;76;134
CALLAO;70;147
CALLAO;46;165
CALLAO;44;164
CALLAO;77;154
CALLAO;63;142
CALLAO;50;181
CALLAO;52;155
CALLAO;56;167
CALLAO;36;172
CALLAO;69;162
CALLAO;54;164
CALLAO;62;162
CALLAO;100;152
CALLAO;83;104
CALLAO;83;162
CALLAO;43;128
CALLAO;46;179
CALLAO;86;146
CALLAO;98;159
CALLAO;89;147
CALLAO;80;143
CALLAO;86;145
CALLAO;91;155
CALLAO;42;204
CALLAO;53;159
CALLAO;72;188
CALLAO;62;173
CALLAO;75;152
CALLAO;68;142
CALLAO;49;163
CALLAO;79;158
CALLAO;75;151
CALLAO;51;193
CALLAO;87;140
CALLAO;53;178
CALLAO;50;162
CALLAO;50;184
CALLAO;88;142
CALLAO;94;141
CALLAO;80;153
CALLAO;88;148
CALLAO;58;173
CALLAO;64;160
CALLAO;86;150
CALLAO;92;142
CALLAO;73;161
CALLAO;63;164
CALLAO;67;154
CALLAO;63;163
CALLAO;52;208
CALLAO;67;189
CALLAO;80;180
CALLAO;55;165
CALLAO;79;136
CALLAO;;
CALLAO;84;180
CALLAO;77;153
CALLAO;84;181
CALLAO;87;145
CUSCO;162;52
CUSCO;211;35
CUSCO;163;46
CUSCO;165;58
CUSCO;175;74
CUSCO;50;23
CUSCO;159;45
CUSCO;185;49
CUSCO;152;86
CUSCO;170;32
CUSCO;187;34
CUSCO;154;76
CUSCO;167;47
CUSCO;179;71
CUSCO;185;48
CUSCO;191;39
CUSCO;167;57
CUSCO;177;57
CUSCO;162;64
CUSCO;167;52
CUSCO;170;54
CUSCO;173;39
CUSCO;179;57
CUSCO;153;45
CUSCO;170;59
CUSCO;160;68
CUSCO;161;68
CUSCO;193;57
CUSCO;173;61
CUSCO;160;69
CUSCO;163;81
CUSCO;163;42
CUSCO;179;51
CUSCO;167;60
CUSCO;159;75
CUSCO;191;52
CUSCO;172;73
CUSCO;132;87
CUSCO;151;96
CUSCO;201;33
CUSCO;174;39
CUSCO;161;49
CUSCO;160;76
CUSCO;164;51
CUSCO;116;63
CUSCO;183;45
CUSCO;163;63
CUSCO;159;52
CUSCO;137;80
CUSCO;130;68
CUSCO;153;73
CUSCO;210;12
CUSCO;194;40
CALLAO;59;112
CALLAO;84;129
CALLAO;97;154
CALLAO;102;125
CALLAO;84;121
CALLAO;92;135
CALLAO;82;152
CALLAO;94;155
CALLAO;90;138
CALLAO;100;136
CALLAO;88;138
CALLAO;93;101
CALLAO;108;115
CALLAO;89;149
CALLAO;89;150
CALLAO;106;140
CALLAO;81;151
CALLAO;60;103
CALLAO;119;115
CALLAO;116;111
CALLAO;107;124
CALLAO;92;138
CALLAO;134;111
CALLAO;100;138
CALLAO;97;131
CUSCO;168;56
CALLAO;104;133
CALLAO;81;108
CALLAO;84;135
CALLAO;87;160
CUSCO;152;58
CALLAO;79;150
CALLAO;72;166
CALLAO;51;76
CUSCO;125;79
CALLAO;87;135
CALLAO;85;137
CALLAO;75;141
CALLAO;58;141
CALLAO;105;115
CALLAO;92;112
CALLAO;111;124
CALLAO;101;122
CALLAO;65;176
CALLAO;96;116
CALLAO;80;112
CALLAO;87;136
CALLAO;92;143
CALLAO;60;162
CALLAO;74;152
CALLAO;103;126
CALLAO;67;155
CALLAO;97;145
CALLAO;78;118
CALLAO;98;152
CALLAO;116;106
CALLAO;116;115
CALLAO;103;103
CANCHIS;192;28
LA CONVENCION;132;18
CHUMBIVILCAS;219;1
CHUMBIVILCAS;229;1
ESPINAR;185;3
ESPINAR;188;6
CHUMBIVILCAS;216;
LA CONVENCION;118;32
CANCHIS;197;4
CHUMBIVILCAS;208;6
ESPINAR;209;7
CANCHIS;233;13
CHUMBIVILCAS;202;7
LA CONVENCION;143;22
LA CONVENCION;157;17
LA CONVENCION;178;26
CHUMBIVILCAS;198;4
LA CONVENCION;147;49
LA CONVENCION;135;50
CHUMBIVILCAS;210;5
LA CONVENCION;184;50
LA CONVENCION;205;43
LA CONVENCION;166;31
CHUMBIVILCAS;189;6
CHUMBIVILCAS;197;6
CANCHIS;211;19
CANCHIS;217;10
ESPINAR;165;37
LA CONVENCION;193;32
LA CONVENCION;185;33
LA CONVENCION;165;54
LA CONVENCION;170;13
LA CONVENCION;165;19
CHUMBIVILCAS;134;6
CHUMBIVILCAS;148;7
ESPINAR;189;28
CHUMBIVILCAS;189;19
CHUMBIVILCAS;191;10
ESPINAR;203;22
ESPINAR;210;25
ESPINAR;213;23
CANCHIS;201;17
CANCHIS;223;33
ESPINAR;192;26
CANCHIS;190;28
CHUMBIVILCAS;179;10
LA CONVENCION;147;19
CANCHIS;191;31
CHUMBIVILCAS;162;5
ANTA;192;21
CUSCO;219;18
CUSCO;215;31
ACOMAYO;188;16
ACOMAYO;172;18
ANTA;178;9
CALCA;180;24
CANAS;221;21
CANAS;202;13
ACOMAYO;207;9
ACOMAYO;196;6
CALCA;176;38
CALCA;153;45
CANAS;215;8
CANAS;224;4
ACOMAYO;204;14
ACOMAYO;196;19
ACOMAYO;166;12
CALCA;174;52
ACOMAYO;165;12
ANTA;188;25
CUSCO;124;106
CALCA;219;15
CALCA;192;15
CANCHIS;205;17
CALCA;188;18
CANCHIS;208;15
CUSCO;126;110
CUSCO;132;76
CANCHIS;214;9
CUSCO;28;14
ANTA;158;5
CALCA;157;26
ANTA;211;17
CALCA;168;21
ANTA;147;27
ANTA;205;17
CUSCO;172;32
CUSCO;116;100
CUSCO;129;97
CUSCO;141;98
CUSCO;134;104
CALCA;159;15
CUSCO;136;95
ANTA;208;29
CALCA;165;21
CALCA;175;19
CUSCO;175;50
CUSCO;128;73
ANTA;184;38
ANTA;181;39
CUSCO;142;48
CUSCO;142;77
CUSCO;124;77
ESPA真A;20;36
LA CONVENCION;163;11
ESPA真A;49;69
ESPA真A;36;68
PARURO;187;30
PAUCARTAMBO;86;44
ESPA真A;36;67
ESPA真A;37;77
ESPA真A;27;55
GRAN BRETA真A;29;54
QUISPICANCHI;170;27
ESPA真A;39;48
ALEMANIA;55;53
ALEMANIA;32;62
ESPA真A;27;61
ESPA真A;34;66
ITALIA;70;61
ITALIA;76;69
ALEMANIA;33;53
ALEMANIA;27;40
ALEMANIA;36;44
ALEMANIA;37;54
ESPA真A;16;45
ESPA真A;14;30
ESPA真A;45;60
ITALIA;50;67
ALEMANIA;28;49
ITALIA;49;67
BELGICA;57;76
ESPA真A;34;56
ESPA真A;45;70
ESPA真A;30;61
ESPA真A;35;64
ESPA真A;40;57
ESPA真A;32;71
ITALIA;60;68
ESPA真A;31;50
ESPA真A;17;76
ESPA真A;32;49
ESPA真A;29;61
ESPA真A;38;51
ESPA真A;42;62
ESPA真A;44;74
ESPA真A;52;74
ESPINAR;214;8
ESPINAR;200;8
ESPA真A;41;78
ESPA真A;37;64
ESPA真A;42;50
LA CONVENCION;131;38
LA CONVENCION;170;6
ESPA真A;35;67
PAUCARTAMBO;226;6
QUISPICANCHI;186;42
QUISPICANCHI;192;43
URUBAMBA;150;34
PAUCARTAMBO;211;5
QUISPICANCHI;224;9
URUBAMBA;147;40
LA CONVENCION;155;20
LA CONVENCION;167;15
URUBAMBA;188;29
LA CONVENCION;188;20
PAUCARTAMBO;211;8
PAUCARTAMBO;210;6
URUBAMBA;216;25
LA CONVENCION;168;36
PAUCARTAMBO;176;14
PAUCARTAMBO;178;33
URUBAMBA;135;22
PAUCARTAMBO;235;18
QUISPICANCHI;194;39
PAUCARTAMBO;190;9
CANAS;169;1
LA CONVENCION;61;17
QUISPICANCHI;216;24
ESPINAR;214;9
LA CONVENCION;91;32
CALCA;151;8
QUISPICANCHI;139;60
URUBAMBA;166;31
URUBAMBA;170;46
LA CONVENCION;128;15
QUISPICANCHI;196;9
URUBAMBA;190;52
LA CONVENCION;183;21
LA CONVENCION;158;24
LA CONVENCION;145;22
PARURO;183;10
QUISPICANCHI;204;30
URUBAMBA;224;
QUISPICANCHI;222;13
PARURO;139;24
QUISPICANCHI;121;11
URUBAMBA;223;26
LA CONVENCION;158;45
PAUCARTAMBO;193;27
QUISPICANCHI;177;27
QUISPICANCHI;190;12
QUISPICANCHI;186;32
QUISPICANCHI;202;34
URUBAMBA;208;26
PAUCARTAMBO;184;20
HUANUCO;90;117
TAYACAJA;153;56
TAYACAJA;203;22
TAYACAJA;173;14
HUANUCO;121;103
HUAYTARA;99;44
HUANUCO;129;95
TAYACAJA;176;42
TAYACAJA;173;23
HUAYTARA;103;55
HUANCAVELICA;211;
HUANUCO;97;103
HUANUCO;124;76
HUAYTARA;73;62
HUAYTARA;79;69
ACOBAMBA;191;12
TAYACAJA;157;40
TAYACAJA;165;26
TAYACAJA;190;39
HUAYTARA;77;33
ACOBAMBA;142;20
HUANUCO;123;83
HUANUCO;107;89
HUANUCO;104;93
ANGARAES;175;33
TAYACAJA;115;6
TAYACAJA;153;22
TAYACAJA;121;23
CHURCAMPA;127;35
TAYACAJA;171;16
HUANUCO;124;85
HUANUCO;111;90
CHURCAMPA;98;35
TAYACAJA;129;45
TAYACAJA;187;9
TAYACAJA;120;50
TAYACAJA;109;25
TAYACAJA;102;21
CHURCAMPA;131;43
HUAYTARA;135;10
CHURCAMPA;164;14
TAYACAJA;112;55
TAYACAJA;129;27
PRINCIPADO DE ANDORRA;22;31
HUANCAVELICA;210;32
HUANCAVELICA;213;29
HUANCAVELICA;176;9
HUANCAVELICA;208;9
HUANCAVELICA;186;11
ANGARAES;148;30
ITALIA;54;80
HUANCAVELICA;198;27
ANGARAES;155;16
ITALIA;65;68
HUANCAVELICA;153;22
ANGARAES;177;37
ITALIA;29;33
ITALIA;64;81
HUANCAVELICA;223;7
HUANCAVELICA;184;35
ITALIA;49;71
HUANCAVELICA;221;31
HUANCAVELICA;182;35
HUANCAVELICA;194;38
HUANCAVELICA;185;26
HUANCAVELICA;200;34
ITALIA;62;64
HUANCAVELICA;144;12
ANGARAES;176;11
ITALIA;49;58
CASTROVIRREYNA;116;31
ITALIA;7;21
ACOBAMBA;191;33
ANGARAES;184;2
HUANCAVELICA;103;72
HUANCAVELICA;140;14
ACOBAMBA;137;12
CASTROVIRREYNA;105;70
HUANCAVELICA;142;12
HUANCAVELICA;124;7
ACOBAMBA;147;50
ACOBAMBA;142;53
ITALIA;66;56
ACOBAMBA;171;26
ITALIA;51;77
SUECIA;45;62
HUANCAVELICA;137;18
ACOBAMBA;172;21
ACOBAMBA;191;15
ACOBAMBA;165;23
SUECIA;27;35
HUANCAVELICA;162;14
ACOBAMBA;143;19
ANGARAES;156;19
HUAMALIES;122;25
LEONCIO PRADO;76;97
LEONCIO PRADO;125;110
LEONCIO PRADO;132;97
PUERTO INCA;135;63
PUERTO INCA;109;61
LEONCIO PRADO;134;60
PACHITEA;178;29
LEONCIO PRADO;103;87
LEONCIO PRADO;138;75
PACHITEA;126;26
PACHITEA;107;20
HUACAYBAMBA;139;20
LEONCIO PRADO;96;113
LAURICOCHA;91;19
PACHITEA;126;54
PACHITEA;91;28
LEONCIO PRADO;74;133
LAURICOCHA;99;13
LEONCIO PRADO;96;109
LAURICOCHA;160;17
LEONCIO PRADO;95;114
LEONCIO PRADO;115;61
YAROWILCA;165;20
YAROWILCA;161;15
YAROWILCA;166;13
YAROWILCA;158;12
LEONCIO PRADO;115;118
LEONCIO PRADO;119;67
LEONCIO PRADO;104;118
LEONCIO PRADO;112;90
LEONCIO PRADO;112;93
HUAMALIES;145;25
HUAMALIES;151;49
LEONCIO PRADO;73;114
LEONCIO PRADO;147;64
LEONCIO PRADO;153;55
HUANUCO;125;86
DOS DE MAYO;147;42
DOS DE MAYO;181;41
HUANUCO;123;97
HUANUCO;120;82
DOS DE MAYO;123;57
HUANUCO;134;87
HUANUCO;111;71
AMBO;132;81
AMBO;139;76
HUAMALIES;184;44
HUAMALIES;32;10
HUANUCO;139;28
AMBO;109;87
AMBO;104;95
HUAMALIES;130;16
HUAMALIES;150;4
HUANUCO;148;45
HUANUCO;127;72
HUANUCO;152;40
HUANUCO;128;83
HUANUCO;122;84
HUANUCO;113;100
HUAMALIES;155;27
HUAMALIES;152;34
HUANUCO;115;102
HUANUCO;118;90
HUANUCO;122;89
HUANUCO;133;35
HUANUCO;137;85
AMBO;123;55
AMBO;155;48
HUANUCO;96;98
HUANUCO;154;62
HUANUCO;105;99
HUANUCO;136;78
HUANUCO;167;66
HUANUCO;150;78
DOS DE MAYO;169;28
HUANUCO;129;75
HUANUCO;119;83
HUANUCO;160;63
DOS DE MAYO;140;15
CHINCHA;92;138
CHINCHA;96;149
ICA;109;109
ICA;115;114
ICA;112;102
CHINCHA;116;135
ICA;113;117
ICA;112;111
ICA;88;158
CHINCHA;127;118
ICA;137;104
ICA;153;90
ICA;125;98
CHINCHA;96;124
CHINCHA;75;68
ICA;170;81
CHINCHA;100;116
CHINCHA;109;128
ICA;108;109
ICA;119;108
CHINCHA;50;67
CHINCHA;109;137
ICA;156;81
CHINCHA;104;143
CHINCHA;25;26
ICA;98;123
ICA;114;124
CHINCHA;98;126
CHINCHA;135;114
CHINCHA;128;122
CHINCHA;79;35
ICA;109;102
ICA;100;92
ICA;148;63
CHINCHA;115;138
CHINCHA;105;118
CHINCHA;72;167
ICA;130;108
ICA;183;76
CHINCHA;122;100
CHINCHA;102;122
CHINCHA;102;135
ICA;109;134
ICA;114;111
ICA;108;110
ICA;89;135
ICA;76;155
ICA;99;135
ICA;104;123
ICA;116;115
ICA;94;139
ICA;88;114
ICA;111;125
ICA;113;123
HUANUCO;160;20
ICA;103;119
ICA;71;139
ICA;105;112
ICA;107;112
ICA;66;87
ICA;94;117
ICA;129;105
ICA;119;104
HUANUCO;61;44
ICA;106;103
ICA;77;137
ICA;70;154
AMBO;145;63
AMBO;89;87
ICA;73;143
ICA;105;115
ICA;86;152
ICA;107;121
ICA;95;129
DOS DE MAYO;126;8
DOS DE MAYO;132;11
ICA;98;117
ICA;63;101
ICA;66;103
ICA;117;118
ICA;98;135
ICA;39;26
ICA;84;139
ICA;92;140
YAROWILCA;168;28
ICA;67;165
ICA;78;148
ICA;89;122
ICA;114;122
ICA;92;127
PUERTO INCA;119;84
PUERTO INCA;122;5
HUACAYBAMBA;137;6
ICA;89;140
YAROWILCA;95;20
YAROWILCA;107;5
LAURICOCHA;179;22
ICA;70;154
ICA;96;125
YAROWILCA;142;13
YAROWILCA;97;2
HUANCAYO;142;101
HUANCAYO;27;21
HUANCAYO;81;87
HUANCAYO;145;94
HUANCAYO;133;71
HUANCAYO;132;101
HUANCAYO;166;59
HUANCAYO;131;106
HUANCAYO;138;100
HUANCAYO;137;89
HUANCAYO;88;29
HUANCAYO;107;73
HUANCAYO;132;73
HUANCAYO;122;90
HUANCAYO;139;95
HUANCAYO;105;68
HUANCAYO;109;119
HUANCAYO;150;80
HUANCAYO;117;115
HUANCAYO;122;97
HUANCAYO;159;54
HUANCAYO;143;83
HUANCAYO;146;94
HUANCAYO;138;88
HUANCAYO;124;92
HUANCAYO;125;114
HUANCAYO;160;59
HUANCAYO;130;84
HUANCAYO;113;112
HUANCAYO;121;97
HUANCAYO;148;77
HUANCAYO;130;92
HUANCAYO;159;70
HUANCAYO;119;88
HUANCAYO;125;85
HUANCAYO;128;88
HUANCAYO;120;114
HUANCAYO;153;62
HUANCAYO;143;83
HUANCAYO;142;79
HUANCAYO;114;67
HUANCAYO;127;92
HUANCAYO;107;113
HUANCAYO;128;91
HUANCAYO;130;88
HUANCAYO;117;93
HUANCAYO;155;72
HUANCAYO;171;59
HUANCAYO;101;91
HUANCAYO;134;79
HUANCAYO;116;98
HUANCAYO;125;74
HUANCAYO;136;79
HUANCAYO;127;107
HUANCAYO;138;80
HUANCAYO;113;78
NASCA;91;127
PISCO;121;80
PISCO;132;70
CHINCHA;116;120
CHINCHA;123;119
CHINCHA;116;103
CHINCHA;125;104
CHINCHA;92;135
NASCA;57;149
PISCO;181;74
PISCO;92;101
CHINCHA;106;104
CHINCHA;117;114
PISCO;135;97
PISCO;134;108
PISCO;136;86
HUANCAYO;120;102
CHINCHA;94;122
PISCO;121;124
PISCO;111;122
PISCO;94;141
PISCO;71;147
PISCO;99;140
CHINCHA;95;51
PISCO;86;131
PISCO;94;125
HUANCAYO;137;87
PISCO;96;138
PISCO;103;136
HUANCAYO;119;94
NASCA;102;124
PISCO;90;136
PISCO;118;116
PISCO;81;149
PISCO;123;124
HUANCAYO;105;112
NASCA;101;129
PISCO;104;128
PISCO;119;124
PISCO;78;108
PISCO;74;122
PISCO;141;106
NASCA;89;112
PISCO;90;119
PISCO;81;117
PISCO;166;78
HUANCAYO;120;101
HUANCAYO;112;91
HUANCAYO;121;90
NASCA;80;127
NASCA;82;126
PISCO;77;131
PISCO;101;128
PISCO;90;133
NASCA;78;121
PISCO;93;113
PISCO;105;127
PISCO;85;81
CHINCHA;137;114
NASCA;115;76
PISCO;77;74
CHINCHA;112;124
NASCA;124;77
NASCA;136;64
NASCA;119;66
PISCO;95;115
PISCO;158;75
PALPA;104;125
PALPA;107;77
CHINCHA;115;127
CHINCHA;130;104
CHINCHA;91;130
NASCA;107;107
NASCA;145;104
PISCO;155;76
PALPA;121;99
CHINCHA;105;113
SATIPO;108;102
JAUJA;104;104
JAUJA;122;102
YAULI;135;55
YAULI;123;36
YAULI;133;81
SATIPO;101;33
TARMA;59;80
TARMA;88;124
TARMA;76;149
TARMA;84;122
YAULI;121;79
SATIPO;132;94
TARMA;82;119
YAULI;87;37
YAULI;128;58
SATIPO;140;88
TARMA;91;78
TARMA;150;85
SATIPO;93;97
SATIPO;96;93
SATIPO;88;83
JUNIN;160;70
JUNIN;130;81
SATIPO;122;102
SATIPO;107;104
SATIPO;139;77
JUNIN;129;61
SATIPO;116;99
SATIPO;105;58
JUNIN;124;59
TARMA;119;107
SATIPO;80;111
SATIPO;103;96
JUNIN;105;57
TARMA;103;106
TARMA;98;95
SATIPO;120;100
SATIPO;102;99
TARMA;125;95
SATIPO;109;111
TARMA;114;111
SATIPO;98;93
TARMA;111;112
YAULI;129;49
JAUJA;105;88
SATIPO;106;83
SATIPO;124;70
JAUJA;134;70
JAUJA;118;113
YAULI;126;55
SATIPO;92;76
SATIPO;104;98
JAUJA;82;57
HUANCAYO;141;79
HUANCAYO;145;75
HUANCAYO;116;97
HUANCAYO;145;84
JAUJA;92;137
HUANCAYO;123;78
HUANCAYO;156;63
JAUJA;90;105
JAUJA;97;107
JAUJA;92;132
HUANCAYO;129;94
CONCEPCION;111;88
JAUJA;114;73
HUANCAYO;136;90
CONCEPCION;110;100
CONCEPCION;128;107
HUANCAYO;116;96
HUANCAYO;116;91
HUANCAYO;123;89
CONCEPCION;109;88
CONCEPCION;110;93
JAUJA;110;87
HUANCAYO;140;88
HUANCAYO;135;76
HUANCAYO;190;43
HUANCAYO;97;25
JAUJA;113;80
HUANCAYO;183;57
HUANCAYO;185;50
HUANCAYO;136;86
CONCEPCION;123;84
HUANCAYO;71;75
HUANCAYO;182;57
HUANCAYO;86;64
HUANCAYO;107;117
HUANCAYO;148;65
CONCEPCION;108;97
HUANCAYO;112;121
HUANCAYO;144;88
HUANCAYO;144;85
HUANCAYO;154;77
HUANCAYO;135;89
HUANCAYO;132;63
HUANCAYO;133;76
TRUJILLO;52;158
TRUJILLO;52;114
TRUJILLO;66;135
TRUJILLO;76;151
TRUJILLO;44;172
TRUJILLO;64;145
TRUJILLO;56;116
TRUJILLO;49;131
TRUJILLO;89;146
TRUJILLO;60;127
TRUJILLO;60;129
TRUJILLO;73;145
TRUJILLO;66;168
TRUJILLO;55;165
TRUJILLO;65;141
TRUJILLO;75;107
TRUJILLO;94;137
TRUJILLO;76;143
TRUJILLO;68;123
TRUJILLO;55;140
TRUJILLO;74;156
TRUJILLO;62;192
TRUJILLO;53;184
TRUJILLO;31;146
TRUJILLO;59;119
TRUJILLO;57;132
TRUJILLO;79;145
TRUJILLO;64;137
TRUJILLO;72;126
TRUJILLO;70;131
TRUJILLO;52;146
TRUJILLO;71;144
TRUJILLO;66;182
TRUJILLO;70;178
TRUJILLO;75;132
TRUJILLO;60;152
TRUJILLO;62;162
TRUJILLO;65;150
TRUJILLO;76;155
TRUJILLO;59;152
TRUJILLO;74;141
TRUJILLO;63;137
TRUJILLO;79;153
TRUJILLO;66;128
TRUJILLO;54;146
TRUJILLO;64;135
TRUJILLO;50;174
TRUJILLO;72;158
CHUPACA;169;56
SATIPO;100;63
CHANCHAMAYO;100;96
CHUPACA;144;59
SATIPO;34;118
CHANCHAMAYO;114;95
CHUPACA;133;84
CHANCHAMAYO;84;121
CHANCHAMAYO;91;83
CHANCHAMAYO;105;96
CHANCHAMAYO;91;116
CHANCHAMAYO;80;108
CHUPACA;181;51
CHUPACA;179;43
CHUPACA;159;69
CHANCHAMAYO;92;77
CHANCHAMAYO;114;94
TRUJILLO;46;178
CHANCHAMAYO;72;121
CHANCHAMAYO;97;112
CHANCHAMAYO;72;48
CHANCHAMAYO;138;76
TRUJILLO;40;96
CHANCHAMAYO;126;95
CHANCHAMAYO;121;78
CHANCHAMAYO;113;94
CHANCHAMAYO;130;82
TRUJILLO;67;178
CHANCHAMAYO;121;76
CHANCHAMAYO;120;64
CHANCHAMAYO;117;80
CHUPACA;112;44
TRUJILLO;72;148
TRUJILLO;68;147
CHANCHAMAYO;105;106
SATIPO;114;90
CHANCHAMAYO;77;68
CHANCHAMAYO;29;28
HUANCAYO;170;14
HUANCAYO;77;11
SATIPO;118;78
SATIPO;123;53
CHANCHAMAYO;97;77
SATIPO;116;73
SATIPO;28;42
SATIPO;45;47
CHANCHAMAYO;99;97
CHANCHAMAYO;97;92
CHANCHAMAYO;116;76
SATIPO;96;29
CHANCHAMAYO;122;91
CHUPACA;169;72
CHANCHAMAYO;87;112
TRUJILLO;85;123
TRUJILLO;94;139
TRUJILLO;94;126
TRUJILLO;86;149
TRUJILLO;44;179
TRUJILLO;71;132
TRUJILLO;76;142
TRUJILLO;83;93
TRUJILLO;82;146
TRUJILLO;100;150
TRUJILLO;55;155
TRUJILLO;71;132
TRUJILLO;64;140
TRUJILLO;62;98
TRUJILLO;78;154
TRUJILLO;67;139
TRUJILLO;63;175
TRUJILLO;89;141
TRUJILLO;70;142
TRUJILLO;70;125
TRUJILLO;84;133
TRUJILLO;67;137
TRUJILLO;69;150
TRUJILLO;85;151
TRUJILLO;89;126
TRUJILLO;75;135
TRUJILLO;94;121
TRUJILLO;70;139
TRUJILLO;85;120
TRUJILLO;93;148
TRUJILLO;82;143
TRUJILLO;92;136
TRUJILLO;74;132
TRUJILLO;107;144
TRUJILLO;92;138
TRUJILLO;72;155
TRUJILLO;60;81
TRUJILLO;87;124
TRUJILLO;95;144
TRUJILLO;98;141
TRUJILLO;72;142
TRUJILLO;102;146
TRUJILLO;85;127
TRUJILLO;78;136
TRUJILLO;99;122
TRUJILLO;57;166
TRUJILLO;73;141
TRUJILLO;84;142
TRUJILLO;90;135
TRUJILLO;77;147
TRUJILLO;75;132
TRUJILLO;64;122
TRUJILLO;87;131
TRUJILLO;87;140
TRUJILLO;62;155
TRUJILLO;64;121
TRUJILLO;70;113
TRUJILLO;78;152
TRUJILLO;34;119
TRUJILLO;72;135
TRUJILLO;63;161
TRUJILLO;60;132
TRUJILLO;88;145
TRUJILLO;78;108
TRUJILLO;45;140
TRUJILLO;56;99
TRUJILLO;56;109
TRUJILLO;60;171
TRUJILLO;50;163
TRUJILLO;77;147
TRUJILLO;63;143
TRUJILLO;50;131
TRUJILLO;95;157
TRUJILLO;77;127
TRUJILLO;37;179
TRUJILLO;58;150
TRUJILLO;84;108
TRUJILLO;51;186
TRUJILLO;61;142
TRUJILLO;40;182
TRUJILLO;57;164
TRUJILLO;65;162
TRUJILLO;108;145
TRUJILLO;51;158
TRUJILLO;49;153
TRUJILLO;58;139
TRUJILLO;81;140
TRUJILLO;84;158
TRUJILLO;87;118
TRUJILLO;64;151
TRUJILLO;102;142
TRUJILLO;68;128
TRUJILLO;50;198
TRUJILLO;54;201
TRUJILLO;78;155
TRUJILLO;74;128
TRUJILLO;56;112
TRUJILLO;61;129
TRUJILLO;73;143
TRUJILLO;77;136
TRUJILLO;77;137
TRUJILLO;67;130
PACASMAYO;130;118
PACASMAYO;83;95
ASCOPE;61;131
ASCOPE;52;139
ASCOPE;71;141
PATAZ;95;75
PATAZ;70;89
ASCOPE;74;126
ASCOPE;76;136
ASCOPE;71;120
PACASMAYO;82;149
PATAZ;74;81
ASCOPE;89;111
PACASMAYO;107;98
PACASMAYO;66;139
PATAZ;91;96
PACASMAYO;81;129
SANTIAGO DE CHUCO;141;77
ASCOPE;79;142
SANTIAGO DE CHUCO;131;75
SANTIAGO DE CHUCO;137;81
PACASMAYO;88;109
PATAZ;104;62
PATAZ;136;63
SANTIAGO DE CHUCO;134;76
ASCOPE;77;126
PATAZ;59;46
ASCOPE;122;113
PACASMAYO;79;104
PACASMAYO;74;112
SANTIAGO DE CHUCO;116;74
ASCOPE;78;93
SANTIAGO DE CHUCO;122;86
SANTIAGO DE CHUCO;69;90
PACASMAYO;75;102
PATAZ;97;51
PATAZ;91;68
SANTIAGO DE CHUCO;102;85
PATAZ;97;67
SANTIAGO DE CHUCO;92;89
SANTIAGO DE CHUCO;92;95
OTUZCO;83;89
OTUZCO;95;80
OTUZCO;89;75
OTUZCO;69;78
OTUZCO;76;85
OTUZCO;65;77
PACASMAYO;59;152
PACASMAYO;12;50
PATAZ;108;62
PATAZ;66;37
SANTIAGO DE CHUCO;102;88
OTUZCO;70;72
PACASMAYO;88;147
PACASMAYO;93;140
PATAZ;84;101
PATAZ;107;99
SANTIAGO DE CHUCO;57;55
SANTIAGO DE CHUCO;72;56
PACASMAYO;20;19
PACASMAYO;92;139
SANCHEZ CARRION;109;106
TRUJILLO;77;147
TRUJILLO;64;133
BOLIVAR;85;63
SANCHEZ CARRION;68;47
TRUJILLO;86;128
TRUJILLO;76;146
SANCHEZ CARRION;75;39
OTUZCO;111;93
OTUZCO;95;103
OTUZCO;104;89
OTUZCO;123;82
TRUJILLO;60;124
SANCHEZ CARRION;100;94
OTUZCO;126;86
TRUJILLO;103;134
SANCHEZ CARRION;107;114
SANCHEZ CARRION;94;86
SANCHEZ CARRION;94;46
OTUZCO;89;93
TRUJILLO;98;142
TRUJILLO;74;147
SANCHEZ CARRION;97;119
SANCHEZ CARRION;92;112
OTUZCO;76;55
TRUJILLO;72;138
SANCHEZ CARRION;87;140
SANCHEZ CARRION;85;104
SANCHEZ CARRION;53;95
TRUJILLO;75;133
TRUJILLO;109;100
SANCHEZ CARRION;111;43
TRUJILLO;88;137
SANCHEZ CARRION;87;80
SANCHEZ CARRION;113;54
TRUJILLO;95;124
SANCHEZ CARRION;69;100
SANCHEZ CARRION;80;82
TRUJILLO;51;173
TRUJILLO;106;126
TRUJILLO;77;151
TRUJILLO;94;143
TRUJILLO;91;135
TRUJILLO;97;131
SANCHEZ CARRION;102;108
TRUJILLO;87;143
SANCHEZ CARRION;97;124
TRUJILLO;82;137
TRUJILLO;102;127
TRUJILLO;98;144
TRUJILLO;76;86
OTUZCO;112;89
TRUJILLO;73;147
TRUJILLO;86;135
CHICLAYO;51;148
CHICLAYO;88;144
CHICLAYO;99;126
OTUZCO;163;43
CHICLAYO;66;138
CHICLAYO;72;123
CHICLAYO;98;130
